codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
41;HUILA;41548;PITAL;414,068;Rural;M. LA PLATA Y VÍA AGRADO-LA PLATA;MUNICIPIO TARQUI;MUNICIPIO AGRADO;M. LA ARGENTINA Y LA PLATA;-75-8327013650832;2-23738160045161;Sin Informacion de Barrios;ALTO LIBANO- ALTO RETIRO-  AMPARO-  BAJO MINAS-  EL CARMELO-  EL CARMEN-  EL PROGRESO-  EL RETIRO-  EL TAMBO-  EL TRIUNFO-  EUREKA-  FLOR AMARILLO-  FLORIDA-  LA MESA-  LA VEGA-  LAGUNILLA-  LAS MINAS-  LOS MILAGROS-  MERCEDES-  MESITAS-  MONTEBELLO-  PLA
15;BOYACA;15106;BRICEÑO;154,677;Rural;MUNICIPIO TUNUNGUA;MUNICIPIO CALDAS;M. SABOYA Y CHIQUINQUIRA;MUNICIPIO PAUNA;-73-9098081130487;5-66489883934054;Sin Informacion de Barrios;Aguasal- Boquipi-  Monte y Pinal-  Resguardo-  Varela-  Vueltas
17;CALDAS;17662;SAMANA;174,008;Rural;VÍA PUEBLONUEVO-LOS POMOS;MUNICIPIO PENSILVANIA;VÍA PENSILVANIA-SAMANÁ-LOS POMOS;MUNICIPIO PENSILVANIA;-75-0453447156332;5-48456093254691;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18860;VALPARAISO;185,058;Rural;QUEBRADA AGUA NEGRA;MPIO. PTO. GUZMÁN Y SOLANO;MUNICIPIO MILÁN;M. SOLITA Y VÍA VALPARAISO-SOLITA;-75-4985893804885;0-96245000480917;Sin Informacion de Barrios;Sin Informacion de Veredas
17;CALDAS;17174;CHINCHINA;176,027;Rural;MPIO. PALESTINA Y MANIZALES;MPIO. SANTA ROSA DE CABAL;MUNICIPIO VILLAMARIA;RÍO (PERMANENTE);-75-6313295554641;4-97011644870935;Sin Informacion de Barrios;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD BOSA;110,731;Urbano;RIO TUNJUELITO;DG 73F S  Y  KR 80I;AK  80;AK 77G  Y  M. SOACHA;-74-1978113551884;4-61164248016098;Antonia Santos- Argelia II- Bosa- El Jardín- Gran Colombiano- Islandia- Jiménez de Quesada- Los Laureles- Paso Ancho- San Bernardino I- San Diego Bosa;Sin Informacion de Veredas
23;CORDOBA;23660;SAHAGUN;232,547;Rural;MUNICIPIO CHINU;MUNICIPIO LA UNIÓN;MUNICIPIO CHINU;VÍA CHINU-CATALINA;-75-3621543025923;8-91622146089628;Sin Informacion de Barrios;El Atascoso- El Jardín-  El Reparo-  Escobalito-  Palo Quemao-  Pitalito-  Salguerito
70;SUCRE;70215;COROZAL;705,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-2937378242945;9-31895210324666;12 De Enero- 2 De Febrero- Asobipoba- Buenos Aires- Calle Nueva- Cartagena De Indias- Dager Chadid- Divino Niño- Doce De Octubre- Dulce Nombre De Jesús- El Carmen- El Ceibon- El Oasis- Isla Grande- La Concepción- La Isla- La Josefina- La Macarena- Las Alb;Sin Informacion de Veredas
5;ANTIOQUIA;05101;CIUDAD BOLIVAR;56,468;Rural;Q. LOS MONOS- VÍA PUEBLORRICO;M. HISPANIA Y BETANIA;M. PUEBLORRICO;M. EL CARMEN DE ATRATO;-76-0286862092442;5-80048677370741;Sin Informacion de Barrios;Billares- El Empuje-  Girardot-  La Gloria-  Manga Larga-  Sucia Indígena
94;GUAINIA;94887;PANA PANA;943,017;Rural;MUNICIPIO PUERTO COLOMBIA;PAÍS BRASIL;RÍO MEMACHÍ Y PAÍS BRASIL;CAÑO MIRTÍ Y RÍO (PERMANENTE);-68-5734936681744;1-90499363313188;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18029;ALBANIA;186,030;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-8786196225001;1-32897306638898;Sin Informacion de Barrios;Sin Informacion de Veredas
81;ARAUCA;81065;ARAUQUITA;816,017;Rural;RÍO ARAUCA- VENEZUELA;CAÑO TOTUMO- RÍO LIPA;MUNICIPIO ARAUCA;MUNICIPIO SARAVENA;-71-4417861456833;6-94257216297893;Sin Informacion de Barrios;Aguachica- Angelitos B-  Arauquita_Arauca-  Área Petrolera-  Barranquilla-  Bocas del Bayonero-  Bocas del Jujú-  Brisas del Palmar-  Brisas del Salto-  Brisas del Salto-  Campamento-  Campo Alegre-  Campo Cinco-  Caño Arena-  Caño Boga-  Caño Limon-  Cañ
52;NARIÑO;52411;LINARES;522,507;Rural;MUNICIPIO LOS ANDES;RÍO (PERMANEN.) Y RELIEVE M.;EL TAMBO Y EL PEÑOL;M. SAMANI.- LA LLANADA Y LOS ANDES;-77-5239296638989;1-41673448881426;Sin Informacion de Barrios;Alto Aranda- Cabecera Municipal-  Encillada-  Hugueronal-  La Cocha-  Laguna del Pueblo-  Laguna Guaitara-  Machado-  Monte Claro-  San Jose de Poroto-  Tabiles-  Tambillo de Acosta-  Tambillos de Bravos-  Vendeahuja
25;CUNDINAMARCA;25596;QUIPILE;253,037;Rural;MUNICIPIO BITUIMA;M. JERUSALÉN Y ANAPOIMA;M. ANOLAIMA- CAHIPAY Y LA MESA;M. SAN J. DE RÍO SECO Y PULÍ;-74-5542147573285;4-71503905091708;Sin Informacion de Barrios;ALTO DEL ROBLE- BERLIN-  CABRERA-  CAPATA-  CHONTARAL-  CONCORDIA-  EL BELEN-  EL CHAMANTE-  EL CONDE-  EL ESPINO-  EL LIBANO-  EL RETIRO-  El Rosario-  EL SINAI GRANDE-  EL TIBER-  GIBRALTAR-  GOLGOTA-  GUADALUPE-  ILO-  LA ARABIA-  LA ARGENTINA-  LA BOT
27;CHOCO;27430;MEDIO BAUDO;275,017;Rural;MUNICIPIO ALTO Y BAJO BAUDÓ;RÍO BAUDÓ Y Q/DA. CURUNDÓ;MPIO. ISTMINA Y EL CANTÓN DEL SAN PABLO;MUNICIPIO BAJO BAUDÓ;-77-0362770137319;5-15941127839989;Sin Informacion de Barrios;Sin Informacion de Veredas
27;CHOCO;27245;EL CARMEN DE ATRATO;271,010;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-1421125206538;5-89995438653767;Sin Informacion de Barrios;Cabecera Municipal- El Roble
54;NORTE DE SANTANDER;54174;CHITAGA;544,037;Rural;MPIO. CÁCOTA Y LABATECA;MUNICIPIO CERRITO;RÍO VALEGRA;MUNICIPIO SILOS;-72-6308538138595;7-10623535220344;Sin Informacion de Barrios;Alizal- Alquitrana-  Amapola Parte Alta-  Aposenticos-  Bartaqui-  Belén-  Burgua-  Carrillo-  Carvajal-  Casa Vieja-  Cherela-  Cornejo-  Curpaga-  Don Antonio-  El Carbon-  El Espino-  El Placer-  El Roble-  El Uvito-  Escalones-  Hato de La Virgen-  Ha
19;CAUCA;19548;PIENDAMO;190,547;Rural;MUNICIPIO MORALES;M. CAJIBÍO- RÍO (PER.) Y VÍA MORA.-CAJIBÍO;VÍA PIENDAMO-MORALES;MUNICIPIO CAJIBÍO;-76-5960075818138;2-69741802153885;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08421;LURUACO;85,068;Rural;MUNICIPIO PIOJO;MUNICIPIO REPELON;VÍA HIBACHARO-STA CRUZ;MUNICIPIO STA CATALINA;-75-1983979292765;10-626821434089;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76306;GINEBRA;763,510;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-2682754108002;3-72454537208051;Alfonso Lopez- Altos de Ginebra- Bolívar- Centro- Cornelio Reyes- El Alcázar- El Jordán- El Molino- El Prado- El Refugio- La Mansión- Municipal- Prados del Norte- Promesa- Sagi- San José- San Juan Bosco- San Pedro;Sin Informacion de Veredas
52;NARIÑO;52687;SAN LORENZO;521,540;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-2153535100652;1-50311855622658;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68081;BARRANCABERMEJA;687,032;Urbano;LIMITE URBANO;CL  52;LIMITE URBANO;KR  34;-73-8309289136263;7-07814178386991;20 de Agosto- Antonio Nariño- Area Institucional e Industrial- Ciudadela Pipatón- Colinas del Norte- Cristo Rey- Danubio- El Alcazar- El Boston- El Progreso- El Triunfo- Gaitán- Internacional- Invasión Nueva Esperanza- Kennedy- La Esperanza- La Independen;Sin Informacion de Veredas
68;SANTANDER;68077;BARBOSA;684,511;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;KR 11;-73-6161335318385;5-93257747489116;Sin Informacion de Barrios;Barbosa- Centro-  Francisco de Paula
47;MAGDALENA;47980;ZONA BANANERA;478,029;Rural;QUEBRADA ORIHUECA;RÍO SEVILLA;MUNICIPIO CIÉNAGA;RÍO SEVILLA;-74-1516462900789;10-7960270419719;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05837;TURBO;57,867;Rural;MUNICIPIO NECOCLI;VÍA TURBO - SAN P. DE U.;M. SAN PEDRO DE URABA;MAR CARIBE;-76-5822844665054;8-24971915076316;Sin Informacion de Barrios;El Guadal
11;BOGOTA- D.C.;11001;LOCALIDAD ENGATIVA;111,011;Urbano;CL  99;AC  80;AK 96;RIO BOGOTÁ  Y  R. JUAN A.;-74-1159883706969;4-72530580849025;Bochica II- Bolivia- Bolivia Oriental- Ciudadela Colsubsidio- El Cortijo- El Dorado;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54223;CUCUTILLA;544,529;Rural;MUNICIPIO ARBOLEDAS;MUNICIPIO SURATÁ;RÍO CUCUTILLA Y ZULIA;MUNICIPIO ARBOLEDAS;-72-8279495651742;7-52357786417576;Sin Informacion de Barrios;Cinera- Despensa-  Guzman-  Helechal Alto-  Huerta Chiquita-  Juan Bueno-  Rinconada-  Rudeta-  Siravita
50;META;50124;CABUYARO;501,018;Rural;CAÑO MACAPAY Y RÍO CABUYARITO;MPIO. CUMARAL Y PTO. LÓPEZ;RÍO META;MUNICIPIO PARATEBUENO;-72-9873046950769;4-26664213910726;Sin Informacion de Barrios;Cabuyarito- Delicias-  El Vergel-  MACAPAY BAJO-  PALOMAS MARARABE-  SAN LUIS DE NAGUAYA-  San Miguel
50;META;50568;PUERTO GAITAN;502,057;Rural;CAÑO MARRA Y RUBIALES;MUNICIPIO MAPIRIPÁN;MUNICIPIO CUMARIBO;VÍA LA TONINA-TILLABA;-71-3829558356384;3-64747100597475;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68229;CURITI;682,047;Rural;MPIO. JORDAN Y ARATOCA;MUNICIPIO SAN GIL;VIA SAN GIL-ARATOCA Y RÍO (PERMA.);MUNICIPIO VILLANUEVA;-73-0823761347157;6-64204199628034;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19455;MIRANDA;191,528;Rural;RÍO LAS CAÑAS;MPIO. PADILLA Y CORINTO;MUNICIPIO FLORIDA;RÍO (PERMANEN.) Y M. PADILLA;-76-2455396567215;3-23873890376149;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15810;TIPACOQUE;151,020;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-72-6922942235993;6-41957204114556;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19693;SAN SEBASTIAN;194,507;Rural;MUNICIPIO SAN AGUSTÍN;MUNICIPIO SANTA ROSA;M. SAN AGUSTÍN Y STA. ROSA;RÍO (PERMANENTE);-76-6461735382327;1-87299298801554;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15516;PAIPA;150,447;Rural;VÍA PAIPA - TUNJA;MUNICIPIO FIRAVITOBA;VÍA PAIPA - EL PARAISO;M. TUTA Y ZOTAQUIRÁ;-73-1116406671322;5-72113526102993;Sin Informacion de Barrios;Canocas- Cruz de Murcia-  La Playa-  Rincón de Vargas-  Sativa
73;TOLIMA;73585;PURIFICACION;734,507;Rural;MUNICIPIO GUAMO;VÍA SALDAÑA-EL BAURA-SAN CAYETANO;MUNICIPIO SUÁREZ;MUNICIPIO SALDAÑA;-74-8976658330316;3-93354361776602;Sin Informacion de Barrios;El Tigre- Madroño
25;CUNDINAMARCA;25394;LA PALMA;253,801;Urbano;CL 2;CL 12;TV 1;KR 11;-74-3909394400577;5-35891483990827;Centro- Danubio- El Alto- El Boqueron- El Rhin- Galerías- Kennedy- La Bomba- La Cabaña- La Puerta- La Quinta- Las Puentes- María Auxiliadora- Matadero Viejo- Palma Rela- San Javier- Santa Bárbara- Tres Estrellas;Sin Informacion de Veredas
23;CORDOBA;23417;LORICA;231,020;Urbano;CL 32;CL 1;LIMITE URBANO;LIMITE URBANO;-75-8169035994213;9-24024352346669;25 de Agosto- Alto Kennedy- Alto Prado- Altos del Píropo (Etapa 1)- Arenal- Bajo Kennedy- Buenaventura- Cascajal- El Centro- El Progreso- Finzenú- Islas Margaritas- Jesus M. Lugo- La Esmeralda- La Esperanza- La Gloria- Las Colinas- Las Delicias- Los Alpes;Sin Informacion de Veredas
5;ANTIOQUIA;05890;YOLOMBO;53,028;Rural;MUNICIPIO YALI Y REMEDIOS;M. SAN ROQUE Y MACEO;MUNICIPIO PUERTO BERRIO;VIA YOLOMBO - YALI;-74-7932377930504;6-61565733534428;Sin Informacion de Barrios;Bodegas- Cimarrona-  Cuatro Esquina-  El Iris-  El Olivo-  El Palmar-  La Ceiba-  La palmera-  La Soledad-  Los Aceites-  Montebello-  San Jacinto-  Tenorio
41;HUILA;41872;VILLAVIEJA;411,027;Rural;Q. TATACOA Y RÍO (PERMA.) Y M. ALPUJA.;MPIO. TELLO Y BARAYÁ;MUNICIPIO BARAYÁ;MUNICIPIO AIPE;-75-1535177848233;3-23707924539093;Sin Informacion de Barrios;CABUYAL- EL LIBANO-  Los Medios-  SAN ALFONZO
63;QUINDIO;63272;FILANDIA;634,007;Rural;MUNICIPIO PEREIRA;VÍA ULLOA-FILANDIA Y MPIO. CIRCASIA;MPIO. CIRCASIA Y SALENTO;MUNICIPIO ULLOA;-75-649669958077;4-68747726552738;Sin Informacion de Barrios;Argenzul- Cabecera Municipal-  El Roble-  El Vergel-  Fachadas-  La Cauchera-  La Concha-  La Morelia
20;CESAR;20001;VALLEDUPAR;200,002;Urbano;CL 21- 27 Y KR 4;LIMITE URBANO;LIMITE URBANO;AK S B/VAR Y KR 18D;-73-2345785600294;10-448225504262;Candelaria- Cinco de Noviembre- Doce de Octubre- Los Cocos- Los Milagros- Mayales Etapa I- Panamá- San Fernando- Santa Rita- Santa Rosa- Simón Bolívar- Urbanización Los Mayales- Urbanización Mayales Etapa II- Villa Clara- Villa del Rosario;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD CHAPINERO;110,231;Urbano;AC 72;AC 39;LIMITE URBANO;AK 14;-74-0343174218914;4-63132793235042;Bosque Calderón- Cataluña- Chapinero Central- Chapinero Norte- El Paraíso- Emaus- Granada- Hoya Teusaca- Ingemar- Ingemar Oriental- Ingemar Oriental I- Ingemar Oriental Rural- Juan XXIII- La Salle- Las Acacias- Marly- María Cristina- Pardo Rubio- Quinta C;Sin Informacion de Veredas
47;MAGDALENA;47703;SAN ZENON;474,067;Rural;MPIO. PIJIÑO DEL CARMEN;M. MOMPÓS Y SAN S. DE BUENAVISTA;CIÉNAGA JUAN TRUJILLO;MUNICIPIO SANTA ANA;-74-405015713271;9-29350425368619;Sin Informacion de Barrios;Filadelfia- La Lucha-  San Valentin-  Troncosito-  Troncoso
52;NARIÑO;52254;EL PEÑOL;522,088;Rural;MUNICIPIO POLICARPA;VÍA LOS ANDES-EL PEÑOL Y RELIE. M.;M. TAMINANGO Y EL TAMBO;MUNICIPIO LOS ANDES;-77-4223270774191;1-54362313953339;Sin Informacion de Barrios;El Rincón- Guayabal-  Las Cochas-  Ovejera-  San Antonio de CHusa
5;ANTIOQUIA;05313;GRANADA;54,417;Rural;M. PEÑOL Y GUATAPE;M. COCORNA Y SAN LUIS;M. SAN CARLOS Y SAN LUIS;M. EL SANTUARIO Y COCORNA;-75-1275889059573;6-12821555497442;Sin Informacion de Barrios;Bella MAria- Bonilla Arriba-  Buena Vista C.p Santa Ana-  Buenos Aires-  Calderas-  Calderas-  Campo Alegre-  Chiquinquira-  Concordia-  Cristalina-Cebadero-  Cristalina-Cruces-  El Chilco-  El Choco-  El Chuscal-  El Concilio-  El Jardin-  El Libertador-
81;ARAUCA;81794;TAME;814,018;Rural;RÍO TAME;M. HATO COROZAL Y  SACAMA;RÌO TAME;M. EL GUICAN- EL COCUY Y LA SALINA;-71-9174757149023;6-2902837985169;Sin Informacion de Barrios;Los Curos- Rionegro
70;SUCRE;70823;TOLU VIEJO;707,050;Urbano;CL 10;LIMITE URBANO;KR 1;KR 4B;-75-4396871442592;9-45322323729607;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76606;RESTREPO;760,547;Rural;MUNICIPIO CALIMA;MUNICIPIO LA CUMBRE;RÍO (PERMANENTE) Y LIM. URB.;MUNICIPIO DAGUA;-76-5764241819755;3-81792918896832;Sin Informacion de Barrios;Agua Linda- Agua Mona-  Altos de Zabaleta-  Bajo Zabaleta-  Buen Vivir-  Cabecera Municipal-  Calimita-  El Diamante-  El Silencio-  Italia-  La Albania-  La Belmira-  La Guaira-  La Palma-  Madroñal-  Playa Rica-  Potrerillo-  Puente Tierra-  Río Bravo-
68;SANTANDER;68162;CERRITO;681,508;Rural;MUNICIPIO CHITAGÁ;RÍO (PERMANENTE);MUNICIPIO CHITAGÁ;VIA CERRITO - PRESIDENTE;-72-614118367788;6-95307266702468;Sin Informacion de Barrios;Sin Informacion de Veredas
50;META;50568;PUERTO GAITAN;502,059;Rural;RÍO GUARROJO Y CAÑO DULLACÍAS;CAÑO MINA CHIQUITA- TEXAS Y RÍO (PER.);VÍA LAS CULATAS-LOS KIOSCOS;MUNICIPIO PUERTO LÓPEZ;-71-8441924779414;4-00536393123957;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25718;SASAIMA;253,401;Urbano;CL 10;CL 3A;KR 0;TV 6;-74-4329748826793;4-96206488330205;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52520;FRANCISCO PIZARRO;528,567;Rural;MPIO. SAN A. DE TUMACO;OCEANO PACIFICO;RÍO (PERMANENTE) Y M. TUMACO;OCEANO PACIFICO;-78-6157635344478;2-06559894907321;Sin Informacion de Barrios;Sin Informacion de Veredas
18;CAQUETA;18753;SAN VICENTE DEL CAGUAN;182,017;Rural;MPIO. TELLO- BARAYÁ Y URIBE;VÍA P. RICO-SAN VI. DEL CA. Y M. P. RICO;M. URIBE Y VÍA SAN V. DEL CA.-PERLITAS;M. NEIVA- RIVERA- ALGECIRAS Y PTO. RICO;-74-8950594727537;2-51207019996878;Sin Informacion de Barrios;EL CADILLO- El Colegio-  EL VERGEL-  La Plata-  LA PLATA-  LAS BRISAS-  LAS PALMAS-  LIBANO ORIENTE-  NARANJOS ALTOS-  NUEVA REFORMA-  RESERVA NATURAL LA SIBERIA-  RESERVA NATURAL LA SIBERIA-  San Miguel-  TERMOPILAS-  Yucales
15;BOYACA;15686;SANTANA;154,448;Rural;MPIO. SAN BENITO Y SUAITA;VÍA GÛEPSA-CHITARAQUE;MUNICIPIO SUAITA;M. SAN BENITO Y SAN JOSE DE P.;-73-4897670234431;6-07066317526193;Sin Informacion de Barrios;Cabecera Municipal- Gacio y galapal-  San Isidro
52;NARIÑO;52427;MAGÜI;528,007;Rural;MUNICIPIO EL CHARCO;BRAZO BRAVO- RÍO PATÍA Y M. BAR.;MUNICIPIO CUMBITARA;QUEBRADA STA. CATALINA;-77-9279667552927;1-96943794966211;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19743;SILVIA;192,070;Urbano;KR 3;LIMITE URBANO;CL 22;CL 2 S;-76-3784399252303;2-61150764138091;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05607;RETIRO;55,437;Rural;MUNICIPIO ENVIGADO;MUNICPIO LA CEJA;MUNICIPIO RIO NEGRO;QUEBRADA AGUDELO;-75-4947111443192;6-08592624337393;Sin Informacion de Barrios;Cabecera de Llanogrande- Cabecera Municipal-  Don Diego-  El Carmen-  El Portento-  El Tablazo-  Guayabito-  Lejos del Nido-  Los Salados-  Santa Helena-  Tablacito
20;CESAR;20250;EL PASO;201,037;Rural;MPIO. BOSCONIA Y VALLEDUPAR;RÍO CESAR;M. BECERRIL- A. CODAZZI Y LA PAZ;M. PIJIÑO DEL C.- STA. ANA Y ARIGUANÍ;-73-7276580144323;9-72691535828801;Sin Informacion de Barrios;Sin Informacion de Veredas
25;CUNDINAMARCA;25535;PASCA;252,207;Rural;MPIO. FUSAGA.- SIBATE Y SOACHA;VIA FUSAGASUGA-SAN J. DE SUMAPAZ;BOGOTÁ D. C.;MUNICIPIO FUSAGASUGA;-74-2613492456771;4-33030591404565;Sin Informacion de Barrios;ALTO DEL MOLINO- BRADAMONTE-  EL BOBAL-  EL TENDIDO-  GUCHIPAS-  JUAN XIII-  LA ESPERANZA-  PIAMONTE-  PROVIDENCIA-  SABANETA-  SALDUA-  SAN JOAQUIN-  SAN RAFAEL-  SAN RAFAEL-  TIERRA NEGRA
15;BOYACA;15632;SABOYA;154,601;Urbano;CL 11;LIMITE URBANO;KR 3;LIMITE URBANO;-73-7646486688201;5-69817213990763;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41078;BARAYA;411,067;Rural;MPIO. VILLAVIEJA Y ALPUJARRA;M. TELLO- SAN V. DEL CAGUAN Y  URIBE;MUNICIPIO COLOMBIA;MPIO. VILLAVIEJA Y TELLO;-74-9802038699522;3-14693669777;Sin Informacion de Barrios;ALTAGRACIA- ALTAMIRA-  ARENOSO-  BATALLA-  BEGONIA-  BEJUCAL-  CABALLERIZA-  CAÑON-  CARRASPOSO-  CERRO NEGRO-  DOCHE-  EL DARIEN-  EL JORDAN-  EL VATICANO-  FILOSECO-  HONDA-  HOTEL-  LA CHIVERA-  LA LIBERTAD-  LA MANGUITA-  LA TROJA-  LA UNION-  LAS JUN
86;PUTUMAYO;86320;ORITO;862,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-880572846543;0-677513664649439;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73001;IBAGUE;730,017;Rural;VIA IBAGUE - CAJAMARCA;MUNICIPIO ROVIRA;RIO COELLO;MUNICIPIO CAJAMARCA;-75-390562208211;4-34013501070592;Sin Informacion de Barrios;Altamira- Cerrajosa-  Coello Cocora-  Curalito-  Dantas-  Dantas las Pavas-  El Aguila-  El Oso-  El Paraiso-  Gamboa-  Honduras-  La Cima-  La Desputa-  La Esmeralda-  La Islandia-  La Linda-  La Loma de Cocona-  La Osera-  La Plata-Montebello-  Las Horm
52;NARIÑO;52520;FRANCISCO PIZARRO;528,568;Rural;MUNICIPIO MOSQUERA;RÍO (PERMANENTE);MPIO. ROBERTO PAYÁN;RÍO (PERMANEN.) Y M. TUMACO;-78-5075910658682;2-17674739708667;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05591;PUERTO TRIUNFO;53,448;Rural;M. SAN LUIS Y PTO. NARE;MUNICIPIO SONSÓN;QUEBRADA DORADAL;MUNICIPIO SAN LUIS;-74-7721544653344;5-94467432535754;Sin Informacion de Barrios;Sin Informacion de Veredas
52;NARIÑO;52435;MALLAMA;525,067;Rural;MUNICIPIO RICAURTE;MUNICIPIO CUMBAL;RÍO MIRAFLORES Y (PERMANENTE);M. CUMBAL Y RICAURTE;-77-9384894757537;1-03286112988849;Sin Informacion de Barrios;Sin Informacion de Veredas
94;GUAINIA;94663;MAPIRIPANA;944,057;Rural;MUNICIPIO CUMARIBO;CAÑO WIÑA Y MAPIRRIARE;MUNICIPIO BARRANCO MINAS;MUNICIPIO CUMARIBO;-70-1027991822436;3-08109897635291;Sin Informacion de Barrios;Sin Informacion de Veredas
54;NORTE DE SANTANDER;54398;LA PLAYA;546,537;Rural;M. SAN CALIXTO Y HACARÍ;MUNICIPIO ABREGO;MPIO. ABREGO Y HACARÍ;MUNICIPIO OCAÑA;-73-1875338042702;8-25580799224468;Sin Informacion de Barrios;Alto El Buey- Alto Viejo-  Aratoque-  Aspasica-  Bajo Pávez-  Borra-  Borra Parte Baja-  Cabecera Municipal-  Carrizal-  Clavellino-  Corral Viejo-  Curasica-  El Guamal-  El Higuerón-  El Llanón-  El Pedregal-  El Tabacal-  El Tunal-  Esperancita-  Fátim
66;RISARALDA;66170;DOSQUEBRADAS;661,008;Rural;VÍA DOSQUEBRADAS-SANTA R. DE CABAL;MPIO. PEREIRA Y SANTA R. DE CABAL;MPIO. SANTA ROSA DE CABAL;LIMITE URBANO;-75-6470636955012;4-82364104440086;Condominio Alta Pradera II- César Augusto- César Augusto Primera Etapa- César Augusto Segunda Etapa- César Augusto Tercera Etapa- Nueva Esperanza- Villa Mariala;Alto del Oso- Alto del Toro-  Boquerón-  Buena Vista-  Comuneros-  El Rodeo-  Frailes-  Gaitán-  La Divisa-  Las Mangas-  Libare-  Molinos-  Planadas-  Sabanitas-  San José
41;HUILA;41668;SAN AGUSTIN;418,077;Rural;MUNICIPIO PURACÉ;M. SANTA ROSA Y Q/DA. LA PERDÍZ;RÍO MAGDALENA Y BLANQUITO;M. SOTARÁ- LA VEGA Y SAN SEBASTÍAN;-76-5213760844787;1-98962773360762;Sin Informacion de Barrios;EL CARMEN- LA GAITANA-  LA PRADERA-  MAGDALENA-  VILLA FATIMA-  YARUMAL
52;NARIÑO;52411;LINARES;522,501;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-77-5235079531009;1-35109582758889;Sin Informacion de Barrios;Cabecera Municipal- La Mina
27;CHOCO;27660;SAN JOSE DEL PALMAR;273,078;Rural;MUNICIPIO NOVITA;MUNICIPIO SIPÍ;Q/DA. BARRO BLANCO Y RÍO (PERMANEN.);MUNICIPIO NOVITA;-76-3773161090662;4-8688837765485;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08433;MALAMBO;83,028;Rural;M. SOLEDAD Y GALAPA;M. POLONUEVO;NO SE ENCONTRO NINGUN LIMITE PARA ESTE COSTADO;MUNICIPIO BARANOA;-74-8371751004833;10-8422376228619;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68296;GALAN;684,058;Rural;M. ZAPATOCA Y SAN V. DE CHUC.;RÍO (PERMANENTE);MPIO. ZAPATOCA Y BARICHARA;M. SAN V. DE CHU. Y EL CAR. DE CHU.;-73-3306909830151;6-71344371616527;Sin Informacion de Barrios;AGUA BLANCA- ARRUGAS-  CASCAJALES-  La Bodega-  La Fuente-  La Guayana-  La Loma-  Piedra Blanca-  San Javier-  YARUMA
