codigo_departamento;nombre_departamento;codigo_municipio;nombre_municipio;codigo_postal;tipo;limite_norte;limite_sur;limite_este;limite_oeste;longitud_centroide;latitud_centroide;barrios_contenidos_en_el_codigo_postal;veredas_contenidas_en_el_codigo_postal
52;NARIÑO;52427;MAGÜI;528,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-78-1842462265257;1-76610149190134;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05147;CAREPA;57,858;Rural;MUNICIPIO APARTADÓ;MUNICIPIO CHIGORODO;VIA CHIGORODÓ-APARTADÓ;MUNICIPIO TURBO;-76-7437227087867;7-7954941477596;Sin Informacion de Barrios;Bocas de Chigorodo- Cabecera Municipal-  Carepita Canal-  Carepita km 4-  Carepita Pronexcol-  Chirido-  Chirido-  El Encanto-  El Vijao-  Ipankay-  La Cadena-  La Cadena-  La Candelaria-  La Unión-  Las Quinientas-  Las Trecientas-  Nueva Esperanza-  Zun
52;NARIÑO;52885;YACUANQUER;523,001;Urbano;KR 6;KR 1;LIMITE URBANO;LIMITE URBANO;-77-4017731466603;1-11584549337869;Sin Informacion de Barrios;Yacuanquer
41;HUILA;41298;GARZON;414,020;Urbano;CL 13;CL 4A S;KR 9 E;KR 27;-75-627787100635;2-19528294975277;Aguazul- Agustín Sierra- Alamos- Bosque- Bosque del Caracolí- Calima- Canadá- Centro- Cerros- Chapinero- Ciudad Real- Colegio Nacional Simón Bolívar- El Carmen- El Jardín- El Monasterio- El Obrero- El Progreso- El Rosario- El Universitario- Fundadores- In;Cabecera Municipal- Garzón-  La Cabaña-  Monserrate
76;VALLE DEL CAUCA;76400;LA UNION;761,548;Rural;RÍO (PERMANENTE) Y LIM. URB.;MUNICIPIO ROLDANILLO;MPIO. LA VICTORIA Y OBANDO;MUNICIPIO ROLDANILLO;-76-0932102886908;4-52875815944526;Sin Informacion de Barrios;Despensita- Espinal-  La Cayetana-  Sabanazo-  San Luis-  Tejada-  Veraguas
8;ATLANTICO;08606;REPELON;85,047;Rural;MUNICIPIO LURUACO;M. SOPLAV. Y SAN CRIST.;M. MANATI Y SABANALAR.;VIA LURUACO-REPELÓN;-75-086434217395;10-4882269878868;Sin Informacion de Barrios;Sin Informacion de Veredas
85;CASANARE;85325;SAN LUIS DE PALENQUE;853,039;Rural;MUNICIPIO NINCHÍA;MUNICIPIO OROCUÉ;CAÑO GUANÁPALO Y GUARAPITO;MUNICIPIO YOPAL;-71-8632194379264;5-24147101961512;Sin Informacion de Barrios;Algodonales- Barbillal-  Cabuyaro-  El Amparo-  El Socorro-  Los Patos-  Morichal-  Palmar de Guanapalo-  Palomas Agua Verde-  Punto Nuevo-  Quebradaseca-  Rincón del Moriche-  San José de Caño Seco-  San Pascual-  San Rafael de guanapalo
25;CUNDINAMARCA;25871;VILLAGOMEZ;254,030;Urbano;DG 9;DG 1;KR 1;KR 6A;-74-1951933241448;5-27313341512928;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15272;FIRAVITOBA;152,257;Rural;M. PIAPA Y TIBASOSA;M. PESCA E IZA;MUNICIPIO SOGAMOSO;MUNICIPIO TUTA;-73-0200094818756;5-67334690224891;Sin Informacion de Barrios;Alizal- Alizal-  Cabecera Municipal-  El Hato-  El Hato-  Estancias Contiguas-  Estancias Contiguas-  Esterillal-  La Carrera-  La Carrera-  Naranjo-  Pastoreros-  Patrocinio-  Patrocinio-  Toledo-  Venta de Llano-  Villita y Malpaso
18;CAQUETA;18150;CARTAGENA DEL CHAIRA;183,019;Rural;M. EL PAUJIL- EL DONCELLO Y PTO. RICO;RÍO SUNSIYA;RÍO CAQUETÁ;MPIO. LA MONTAÑITA Y SOLANO;-74-8130807316712;1-00929954469478;Sin Informacion de Barrios;Sin Informacion de Veredas
13;BOLIVAR;13650;SAN FERNANDO;133,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-74-3292797992831;9-21638177498255;Sin Informacion de Barrios;Sin Informacion de Veredas
85;CASANARE;85001;YOPAL;850,009;Rural;RIO PERMANENTE;VIA YOPAL - AGUAZUL;MUNICIPIO OROCUE;MUNICIPIO MANI Y OROCUE;-72-2118536777758;5-07723369309861;Sin Informacion de Barrios;La Arenosa- La Defensa
76;VALLE DEL CAUCA;76834;TULUA;763,021;Urbano;LIMITE URBANO;LIITE URBANO;LIMITE URBANO;RIO TULUÁ;-76-1861858457804;4-08796481216865;Alvernia- Asoagrin La Santa Cruz- Casas Huertas- Ciudad Campestre- Conjunto Residencial La Villa- Céspedes- Dorado- El Bosque- El Condor II- El Jazmín- El Retiro- El Retiro- Entre Ríos- Estambúl- Ferias- Franciscanos- Fátima- La Inmaculada- La Rivera- Las;Sin Informacion de Veredas
19;CAUCA;19001;POPAYAN;190,003;Urbano;TV 9 N Y CL 7 N;LIMITE URBANO;KR 3  Y  LIM. URB.;KR  17;-76-6083427933743;2-43492718943867;1 de Mayo- Alfonso Lopez- Argentina- Avelino Ul- Berlín- Bloques Moscopan- Cadillal- Calicanto- Centro- Colgate Palmolive- Colombia I Etapa- El Achiral- El Boqueron- El Dean- El Empedrado- El Lago- El Limonar- El Poblado- El Prado- Fucha- Gabriel García M;Sin Informacion de Veredas
25;CUNDINAMARCA;25580;PULI;252,807;Rural;M. BELTRAN Y SAN J. DE RÍO SECO;MUNICIPIO JERUSALÉN;MUNICIPIO QUIPILE;MUNICIPIO BELTRÁN;-74-6805069134436;4-6918155425472;Sin Informacion de Barrios;BETANIA- BUENAVISTA-  CENTRO-  LA HAMACA-  LA LIBERTAD-  LA VICTORIA-  LOMA LARGA-  LOMA TENDIDA-  MANANTIAL-  PITUÑA
13;BOLIVAR;13433;MAHATES;131,040;Urbano;CL 25;CL 1;KR 30;TV 43;-75-1906868297651;10-2331756467142;7 de Agosto- Centelia- Concepción- El Puente- El Remanso- La Guayana- La Loma- La Vera- Santander;Sin Informacion de Veredas
68;SANTANDER;68327;GÜEPSA;685,547;Rural;M. CHIPATÁ Y SAN BENITO;MUNICIPIO BARBOSA;MPIO. SAN JOSE DE PARE;MPIO. VELEZ Y CHIPATÁ;-73-5802007282832;6-03321624618007;Sin Informacion de Barrios;Hatos- La Teja-  Novillero-  Rincón-  Salitre Seco-  San Isidro-  Santa Rosa-  Tierra Negra
47;MAGDALENA;47551;PIVIJAY;477,058;Rural;VÍA FUNDACIÓN-GARRAPATA-LAS PIEDRAS;M. SABANAS DE SAN ANGEL;MPIO. FUNDACIÓN Y ALGARROBO;MPIO. EL PIÑÓN Y CHIBOLO;-74-331794266165;10-3321507939581;Sin Informacion de Barrios;Chino Blas- Garrapata-  Paraíso-  Piñuela-  Placita-  Salaminita
19;CAUCA;19256;EL TAMBO;193,577;Rural;MUNICIPIO CAJIBÍO;VÍA EL HATO-PANDIGUANDO;M- POPAYÁN Y TIMBÍO;VÍA PANDIGUANDO-LA ROMELIA;-76-8225544568996;2-51939290507772;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44430;MAICAO;442,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-72-2405169590417;11-378593751276;1 de Mayo- 11 de Noviembre- 20 de Julio- Alfonso Lopez- Almirante Padilla- Alto Prado- Camilo Torres- Centrama- Centro- Colombia Libre- Divino Niño- Donit Vergara- El Boscan- El Bosque- El Carmen- El Paraíso- Erika Beatriz- Fonseca Siossi- Jorge Arrieta-;Sin Informacion de Veredas
8;ATLANTICO;08001;BARRANQUILLA;80,014;Urbano;KR  13;KR  6;CL  56;CL  109;-74-8228653615623;10-955819475918;California- Cordialidad- El Bosque- Evaristo Sourdis- La Ceiba- La Cuchilla de Villate- La Gloria- La Paz- Las Malvinas- Lipaya- Los Rosales- Romance- Siete de Agosto- Villa Flor- Villa San Pedro I- Villa San Pedro III- Villate;Sin Informacion de Veredas
52;NARIÑO;52490;OLAYA HERRERA;527,569;Rural;OCEANO PACIFICO;Q. GRANDE- RÍO SANQUI. Y E. MAN.;MUNICIPIO LA TOLA;MUNICIPIO MOSQUERA;-78-2963473671242;2-50402442880664;Sin Informacion de Barrios;Sin Informacion de Veredas
81;ARAUCA;81001;ARAUCA;810,001;Urbano;RIO ARAUCA;CL 1 Y LIMITE URBANO;KR 1 Y LIMITE URBANO;KR 43- 26 Y L. U.;-70-752805157134;7-07919030364349;Brisas del Llano- Bulevar de La ceiba- Córdoba- Cabañaas del Río- Cristo Rey- Doce de Octubre- El Bosque- El Porvenir- El Triunfo- Flor de Mi Llano- Fundadores- La Chorrera- La Esperanza- La Granja- Las Américas- Las Corocoras- Libertadores- Los Guarataro;Barracones- Barrancon-  Cabecera Municipal-  Clarinertero-  Mata de Gallina-  Monserrate-  Moserrate-  Zona Urbana
20;CESAR;20045;BECERRIL;203,001;Urbano;CL 1;CL 19;KR 15;KR 5 E;-73-2788522874653;9-70282705111612;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19022;ALMAGUER;194,088;Rural;MUNICIPIO LA VEGA;CUCHILLA LA RELUMBOSA Y RELIEVE M.;MUNICIPIO SAN SEBASTIÁN;VÍA LA VEGA-ALMAGUER;-76-7806053180888;1-92046500302001;Sin Informacion de Barrios;El Potrero- La Zanja-  Pancitara Centro
76;VALLE DEL CAUCA;76001;CALI;760,022;Urbano;KR 28D;KR  41B;CL  48  Y  74;AC ORIENTAL;-76-5005079943553;3-418341773431;Antonio Nariño- Calipso- El Diamante- El Poblado I- El Poblado II- El Vergel- Los Robles- Sector Asprosocial - Diamante- Yira Castro;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,034;Urbano;CL  80 Y 78;CL  47D;RIO MEDELLIN  Y  KR  63;KR  80  Y  DG 80;-75-5837751889534;6-26646285863194;Altamira- Batallón Cuarta Brigada- Bosques de San Pablo- Caribe- Carlos E. Restrepo- Cerro El Volador- Cuarta Brigada- Ecoparque Cerro El Volador- Estadio- Facultad de Minas U. Nacional- Facultad Veterinaria y Zootecnia U.de.A.- La Pilarica- Los Colores-;Sin Informacion de Veredas
5;ANTIOQUIA;05686;SANTA ROSA DE OSOS;51,868;Rural;M. CAROLINA Y GOMEZ P.;MUNICIPIO DON MATIAS;M. SANTO DOMINGO;VÍA STA ROSA DE O. - CAROLINA;-75-3646473295331;6-62088650995196;Sin Informacion de Barrios;Aguaditas- Angosturita-  Barrancas-  Cabecera Municipal-  Caruquia-  Chilimaco-  Chilimaco-  Colón-  Dos Quebradas-  El Ahiton-  El Barro-  El Congo-  El Hato-  El Llano-  El Roble-  El Sauce-  El Vergel-  Hoyo Rico-  La Cabaña-  La Cejita-  La Clara-  La
95;GUAVIARE;95001;SAN JOSE DEL GUAVIARE;950,008;Rural;M. MAPIRIPÁN Y CAÑO MACÚ;RÍO INIRIDA Y CAÑO MOSCO;CAÑO MACÚ;RÍO;-72-0155672716426;2-4924780203167;Sin Informacion de Barrios;Boquerón- Buenos Aires-  Campo Alegre-  Caño Blanco Dos-  Caño Blanco Tres-  El Morro-  El Recreo-  El Refugio-  Florida II-  Gaviotas-  Guacamayas-  Guayabales-  Horizonte-  La Fuga-  La Oriental-  Las Acacias-  Las Dunas-  Los Gualandales-  Manglares-
18;CAQUETA;18247;EL DONCELLO;181,019;Rural;MUNICIPIO PUERTO RICO;MPIO. CARTAGENA DEL CHAIRÁ;MUNICIPIO PUERTO RICO;M. EL PAUJIL Y VÍA P. MANRI.-MAGUA.-BALSO;-75-0344150425245;1-5841489540075;Sin Informacion de Barrios;Sin Informacion de Veredas
44;LA GUAJIRA;44279;FONSECA;444,017;Rural;MUNICIPIO RIOHACHA;ARROYO LA QUEBRADA Y EL CARACOLÍ;MUNICIPIO BARRANCAS;MUNICIPIO DISTRACCIÓN;-72-8665010806019;10-9336969481746;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19100;BOLIVAR;195,009;Rural;RÍO SAN JORGE;VÍA BOLÍVAR-LA HERRADURA;MUNICIPIO ALMAGUER;VÍA BOLÍVAR-PATÍA;-76-9586168879051;1-88452635688282;Sin Informacion de Barrios;Sin Informacion de Veredas
20;CESAR;20517;PAILITAS;204,007;Rural;MUNICIPIO CHIMICHAGUA;MUNICIPIO PELAYA;MUNICIPIO EL CARMEN;MUNICIPIO TAMALAMEQUE;-73-5720457766349;8-93884186383372;Sin Informacion de Barrios;Sin Informacion de Veredas
47;MAGDALENA;47170;CHIBOLO;476,068;Rural;M. PIVIJAY Y SABANAS DE SAN ANGEL;MUNICIPIO PLATO;M. SABANAS DE SAN ANGEL;VÍA CHIBOLO-LAS CANOAS;-74-4756285601513;10-1014114503191;Sin Informacion de Barrios;Las Canoas
41;HUILA;41026;ALTAMIRA;416,020;Urbano;KR 8;KR 1;CL 9;CL 2;-75-7885879924048;2-06330995278682;Sin Informacion de Barrios;HATO BLANCO- PAJIJI-  SEMPERO
27;CHOCO;27205;CONDOTO;273,030;Urbano;KR 1;KR 12;CL 1;CL 17;-76-6504193850096;5-09133284915799;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05001;MEDELLIN;50,007;Rural;MUNICIPIO COPACABANA;VIA PRINCIPAL;MUNICIPIO GUARNE;LIMITE URBANO;-75-5086339821363;6-2662648495085;Sin Informacion de Barrios;Barro Blanco- La Honda
19;CAUCA;19824;TOTORO;192,577;Rural;MUNICIPIO SILVIA;MUNICIPIO INZÁ;MUNICIPIO INZÁ;VÍA PORTACHUELO-GABRIEL LÓPEZ;-76-282919328748;2-50774282649655;Sin Informacion de Barrios;Baldios- Baldios-  CHichucue-  Los Alpes - Riosucio
25;CUNDINAMARCA;25293;GACHALA;251,250;Urbano;CL 8A;CL 0;KR 2;KR 9;-73-5205272290705;4-69298603971725;Sin Informacion de Barrios;GUACAMAYAS
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;763,001;Urbano;A URIBE;LIMITE URBANO;LIMITE URBANO;KR 11;-76-1572025553688;4-20858675124418;Brisas del Río- Cañaveral- Centro- Cocicoinpa- El Edén- Gualcoche- José Antonio Galán- La María- La María II Etapa- La Planta- Los Mármoles- Municipal- Nariño- Obrero- Paulus VI- Paulus VI II Etapa- Portales- Primero de Mayo- Ricaurte- Urbanización El Jar;Sin Informacion de Veredas
20;CESAR;20750;SAN DIEGO;202,037;Rural;MUNICIPIO LA PAZ;MUNICIPIO LA PAZ;MUNICIPIO LA PAZ;VÍA A. CODAZZI-SAN DIEGO Y RÍO (PERMA.);-73-1946706029673;10-2409374988355;Sin Informacion de Barrios;Cabecera Municipal- Los Tupes
91;AMAZONAS;91263;EL ENCANTO;913,019;Rural;RÍO Y LA CHORRERA;PERÚ;M. PUERTO ARICA;PERÚ;-72-2719206385274;-2-24313497337636;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05647;SAN ANDRES DE CUERQUIA;52,047;Rural;MUNICIPIO TOLEDO;M. SAN JOSE DE LA MONTAÑA;MUNICIPIO YARUMAL;MUNICIPIO SABANALARGA;-75-6641488860768;6-91885630832206;Sin Informacion de Barrios;Aguacatal- El Filo-  El Morro-  El Peñol-  El Roble-  El Vergel-  La Argentina-  La Chorrera-  La Cordillera-  La Legia-  La Loma-  La Zorra-  San Miguel-  Santa Gertrudis
11;BOGOTA- D.C.;11001;LOCALIDAD PUENTE ARANDA;111,621;Urbano;AC  3;AU SUR;AK  50;AK  68;-74-1255114532573;4-60711938893519;Alcalá- Alqueria- Autopista Sur- Galán- La Camelia- Ospina Pérez- Ospina Pérez Sur- Provivienda Norte- San Eusebio- Tejar;Sin Informacion de Veredas
68;SANTANDER;68533;PARAMO;683,521;Urbano;CL 7B;CL 1;LIMITE URBANO;KR 9;-73-1701598846281;6-41663362968848;Sin Informacion de Barrios;La Palmita
68;SANTANDER;68705;SANTA BARBARA;681,021;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-72-9068420767564;6-99050909879378;Sin Informacion de Barrios;Sin Informacion de Veredas
5;ANTIOQUIA;05308;GIRARDOTA;51,038;Rural;LIMITE URBANO;MUNICIPIO GUARNE;M. BARBOSA Y SAN VICENTE;MUNICIPIO COPACABANA;-75-4378925069217;6-36086707767481;Sin Informacion de Barrios;Cabecera Municipal- El Barro-  El Cano-  El Molino-  El Palmar-  El Paraiso-  El Yarumo-  Filo Verde-  Guarne-  Jamundi-  La Calera-  La Enea-  La Mejia-  La Palma-  Las Cuchillas-  Portachuelo-  San Andres-  San Diego-  San Esteban
17;CALDAS;17653;SALAMINA;172,001;Urbano;LIMITE URBANO;LIMITE URBANO;KR 9;KR 1;-75-4873743793726;5-40421558752683;Sin Informacion de Barrios;Sin Informacion de Veredas
8;ATLANTICO;08001;BARRANQUILLA;80,020;Urbano;KR  54 Y 53;KR  38;AC  72;LIMITE URBANO;-74-8387564532405;10-9981378482187;Altamira- Altos del Prado- América- Betania- Campo Alegre- Ciudad Jardín- El Poblado- El Porvenir- El Tabor- Granadillo- La Campiña- La Cumbre- Las Mercedes- Los Alpes- Los Jobos- Los Nogales- Nuevo Horizonte- San Vicente- Santa Mónica- Villa Santos;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76001;CALI;760,011;Urbano;KR  7;AK SUR ORIENTAL;AC 70   O  AC ORIENTAL;CL  44;-76-4946589301333;3-45332758505816;Base Aérea- Chapinero- El Trébol- Fepicol- La Base- Las Ceibas- Los Pinos- San Marino- Urbanización La Base- Villacolombia;Sin Informacion de Veredas
52;NARIÑO;52490;OLAYA HERRERA;527,560;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-78-3267298710659;2-34845925151052;Sin Informacion de Barrios;Sin Informacion de Veredas
76;VALLE DEL CAUCA;76001;CALI;760,044;Urbano;RIO CALI;KR 15- CL 6  Y  KR 23;CL  25;AC CIRCUN.- KR 6 O Y CL 5 O;-76-5309117016965;3-44895531698467;Acueducto San Antonio- El Calvario- El Hoyo- El Nacional- El Peñón- El Piloto- La Merced- Los Libertadores- Navarro - La Chanca- Obrero- San Antonio- San Cayetano- San Juan Bosco- San Nicolás- San Pascual- San Pedro- Santa Rosa- Sucre;Sin Informacion de Veredas
63;QUINDIO;63190;CIRCASIA;631,008;Rural;MUNICIPIO FILANDIA;VÍA CIRCASIA-EL TRIUNFO-Q/DA. EL ROBLE;MUNICIPIO SALENTO;MUNICIPIO FILANDIA;-75-6376586699144;4-64076097476823;Sin Informacion de Barrios;Membrillal
5;ANTIOQUIA;05665;SAN PEDRO DE URABA;57,837;Rural;MUNICIPIO ARBOLETES;MUNICIPIO VALENCIA;MUNICIPIO MONTERIA;RÍO SAN JUAN;-76-2563288723502;8-47433294780728;Sin Informacion de Barrios;Arenas Monas- Betania-  Cantagallo-  La Ceiba-  La Gloria-  La Rosita-  Los Burros-  Palma de Vino-  Parcelas de Macondo-  San Antonio-  San Diego-  Zapindonga Arriba
99;VICHADA;99001;PUERTO CARREÑO;990,018;Rural;CAÑO MESETAS;MUNICIPIO CUMARIBO;VENEZUELA;MUNICIPIO CUMARIBO;-67-9987416904206;5-50508074061133;Sin Informacion de Barrios;Sin Informacion de Veredas
41;HUILA;41016;AIPE;411,001;Urbano;CL 13;CL 5 S;KR 3 E;KR 13;-75-2399782439174;3-22232030026123;Sin Informacion de Barrios;LA MANGA- POLONIA
68;SANTANDER;68190;CIMITARRA;686,048;Rural;RÍO CARARE;M. LANDÁZURI Y BOLIVAR;Q. LA PERDIDA Y RÍO GUAYABITO;RÍO CARARE;-74-0208543379895;6-36451799513725;Sin Informacion de Barrios;Brasil- Cabecera Municipal-  Canime-  Caño Tilia-  Centro-  Cobaplata-  El Águila-  El Jardín-  El Rodeo-  Jamaica-  La Terraza-  Los Indios-  Patio Bonito-  Plaza Nueva-  San Lorenzo-  Santa Rosa-  Toroba Alta-  Toroba Baja
8;ATLANTICO;08558;POLONUEVO;82,047;Rural;MUNICIPIO MALAMBO;MUNICIPIO PONEDERA;M. SABANAG. Y STO. TOMAS;MUNICIPIO BARANOA;-74-8544881548403;10-7675650227932;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73616;RIOBLANCO;735,587;Rural;MUNICIPIO CHAPARRAL;MUNICIPIO ATACO;MUNICIPIO CHAPARRAL;RÍO ANAMICHÉ Y (PERMANENTE);-75-6579026908331;3-54723666867795;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15494;NUEVO COLON;153,620;Urbano;CL 8;CL 0;KR 1;KR 8;-73-4571202891391;5-35504731085405;Sin Informacion de Barrios;Sin Informacion de Veredas
68;SANTANDER;68255;EL PLAYON;687,508;Rural;MUNICIPIO CACHIRA;MPIO. RIONEGRO Y MATANZA;MUNICIPIO SURATÁ;VIA EL PLAYÓN-EL PINO Y RÍO (PERM.);-73-1251567559331;7-5109733467142;Sin Informacion de Barrios;Maravillas- Montenegro-  San José de La Montaña
19;CAUCA;19001;POPAYAN;190,017;Rural;VÍA POPAYÁN-LAS PIEDRAS Y LIM. URB.;MUNICIPIO PURACÉ;MUNICIPIO PURACÉ;MPIO. SOTARÁ Y LIM. URB.;-76-5448476696392;2-4070344286207;Plateado- Pueblillo- Urbanización Los Andes;Antonio Moreno- El Conejo-  El Sendero-  Poblazon-  Samanga-  Santa barbara
5;ANTIOQUIA;05895;ZARAGOZA;52,448;Rural;RÍO PORCE;MUNICIPIO SEGOVIA;MUNICIPIO EL BAGRE;RÍO ANORI;-74-8029332641742;7-4223768217646;Sin Informacion de Barrios;Cordero- El Cenizo-  El Saltillo-  El Veinte-  Fraguas-  La Porquera-  La Rebatina-  Nueva Ilusión-  Pablo Muera-  Pocune Abajop-  Pocune Medio-  Quebradona Dos-  San Antonio-  San Pedro
68;SANTANDER;68547;PIEDECUESTA;681,011;Urbano;AV GIRÓN - LIM URB.;CL  2;LIMITE URBANO;AV GIRÓN - LIM. URB.;-73-0561208580191;7-00096502705543;Altos de Granada- Bosques de Aranjuez- Callejuelas- Callejuelas No Construído- Campo Verde- Castellana I Etapa- Conalvivienda- Coovicop- Divino Niño- El Paraíso- El Refugio- Granadillo- Habitares de La Macarena- Junín- La Argentina- La Rioja- Paisande- Pi;La Mata
19;CAUCA;19785;SUCRE;194,067;Rural;M. PATÍA Y LA SIERRA;VÍA PATÍA-LA VEGA;MUNICIPIO LA VEGA;MPIO. BOLÍVAR Y PATÍA;-76-9114942790472;2-1059927423812;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15572;PUERTO BOYACA;155,208;Rural;MUNICIPIO BOLIVAR;MUNICIPIO BOLIVAR;MUNICIPIO BOLIVAR;Q. DOS QUEBRADAS;-74-2877180922526;5-99214295678615;Sin Informacion de Barrios;Sin Informacion de Veredas
17;CALDAS;17777;SUPIA;178,028;Rural;VÍA RIOSUCIO-MARMATO;MPIO. RIOSUCIO Y FILADELFIA;MUNICIPIO LA MERCED;MUNICIPIO RIOSUCIO;-75-6338547716273;5-42174333851557;Sin Informacion de Barrios;Alto Obispo- Alto Obispo-  Alto Sevilla-  Alto Sevilla-  Bajo Obispo-  Bajo Obispo-  Bajo Sevilla-  Bajo Sevilla-  Buenavista-  Buenavista-  Dosquebradas-  Dosquebradas-  El Brasil-  El Brasil-  El Rodeo-  La Clara-  La Clara-  La Iberia-  La Playa-  La P
17;CALDAS;17444;MARQUETALIA;173,040;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-0530540575364;5-29945176723396;Sin Informacion de Barrios;Sin Informacion de Veredas
11;BOGOTA- D.C.;11001;LOCALIDAD USME;110,571;Rural;VEREDA  LAS  MERCEDES;VEREDA LA UNIÓN;VEREDA LOS ARRAYANES;VEREDA CHISACÁ;-74-1875546136169;4-33262371597857;Sin Informacion de Barrios;Chisaca- COLORADOS ALTO-  CORRALES-  El Istmo-  El Tabaco-  LA CAJITA-  La Unión-  Los Andes
18;CAQUETA;18247;EL DONCELLO;181,010;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-75-2828039520549;1-67898780417164;Sin Informacion de Barrios;Sin Informacion de Veredas
15;BOYACA;15187;CHIVATA;150,247;Rural;M. OICATA Y TUTA;MUNICIPIO SIACHOQUE;MUNICIPIO TOCA;MUNICIPIO OICATA;-73-2631250349078;5-56411526540188;Sin Informacion de Barrios;Agua Blanca- Agua Blanca-  Chaine-  Leonera-  Leonera-  Pirgua-  Puente Hamaca-  San Francisco-  Tuaneca
41;HUILA;41770;SUAZA;416,087;Rural;MPIO. ALTAMIRA Y GUADALUPE;Q/DA. EMAYA Y RÍO (PERMANENTE);M. FLORENCIA Y GUADALUPE;MUNICIPIO TIMANA;-75-7802405440849;1-92714631275305;Sin Informacion de Barrios;LAS QUEMADAS
70;SUCRE;70429;MAJAGUAL;703,050;Urbano;KR 30;KR 7;CL 10;CL 1;-74-6283496794209;8-54180232619046;Sin Informacion de Barrios;Sin Informacion de Veredas
23;CORDOBA;23807;TIERRALTA;234,508;Rural;MUNICIPIO VALENCIA Y LIM. URBANO;Q. QUIMARI- RÍO SINÚ Y CERRO MURRUCUCÚ;RÍO (PERMANENTE);MUNICIPIO VALENCIA;-76-0927772218307;8-08093079023763;Montevideo- Virgilio Vargas;Sin Informacion de Veredas
25;CUNDINAMARCA;25279;FOMEQUE;251,640;Urbano;CL 11;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-73-8929205078781;4-48572846076269;Sin Informacion de Barrios;CARRIZAL- COASAVISTA-  LAVADERO-  RESGUARDO
76;VALLE DEL CAUCA;76622;ROLDANILLO;761,557;Rural;MPIO. EL DOVIO Y LA UNIÓN;VIA EL DOVIO - ZARZAL;MPIO. LA VICTORIA Y ZARZAL;MUNICIPIO EL DOVIO;-76-1364631388311;4-46395793392634;Sin Informacion de Barrios;Cañada Honda- El Guasimo-  El Lucero-  La Despensa-  La Isla-  Las Palmas-  Lindero-  Matecaña-  Samana-  San Pedro
54;NORTE DE SANTANDER;54223;CUCUTILLA;544,528;Rural;RÍO CUCUTILLA Y ZULIA;M. VETAS- MUTISCUA Y PAMPLONA;RÍO ZULIA Y MPIO. PAMPLONA;RÍO CUCUTILLA;-72-8066055241944;7-44352740447908;Sin Informacion de Barrios;Sin Informacion de Veredas
73;TOLIMA;73319;GUAMO;733,549;Rural;MUNICIPIO SAN LUIS;VÍA ESPINAL-SAN LUIS;MUNICIPIO ESPINAL;MUNICIPIO SAN LUIS;-75-0169858183859;4-1753770331074;Sin Informacion de Barrios;Callejón de Guaduas- Callejón de Guaduas El Porvenir-  Callejón de Guaduas Samán-  Cañada Baja-  Cañada Ondequeras-  Guasimal-  Las Mercedes-  Las Mercedes El Oval-  Paso Ancho
19;CAUCA;19050;ARGELIA;195,567;Rural;MUNICIPIO EL TAMBO;MUNICIPIO BALBOA;MPIO. PATÍA Y EL TAMBO;M. EL CHARCO- GUAPÍ Y TIMBIQUÍ;-77-2550302485665;2-32511619801068;Sin Informacion de Barrios;Agua Clara- Alpes-  Altamira-  Altamira-  Angostura-  Arboleda-  Bajo San Antonio-  Bello Horizonte-  Bolivia-  Bombillal-  Botafogo-  Buena Vista-  Buenos Aires-  Cabecera Municipal-  Campo Alegre-  Campobello-  Cañaveral-  Comunidad Negra Napi-  Comunid
25;CUNDINAMARCA;25867;VIANI;253,230;Urbano;CL 6BIS;CL 1 S;KR 1;KR 10;-74-5613593670464;4-87490476653483;Sin Informacion de Barrios;Sin Informacion de Veredas
19;CAUCA;19585;PURACE;193,001;Urbano;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;LIMITE URBANO;-76-4968607556318;2-34253780756086;Sin Informacion de Barrios;Sin Informacion de Veredas
